fichier,titre,auteur,langue,genre,groupe,inclus,raison_exclusion,dossier
_OceanofPDF.com_Nightmare_Hour_Time_for_Terror_-_RL_Stine.epub,Nightmare Hour Time for Terror,RL Stine,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_One_Night_in_Payne_House_-_RL_Stine.pdf,One Night in Payne House,RL Stine,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_Scary_Birthday_to_You_-_RL_Stine.pdf,Scary Birthday to You,RL Stine,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_The_13th_Warning_-_RL_Stine.pdf,The 13th Warning,RL Stine,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_Weekend_at_Poison_Lake_-_RL_Stine.epub,Weekend at Poison Lake,RL Stine,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_The_Lightning_Thief_Illustrated_Edition_-_Rick_Riordan.epub,The Lightning Thief Illustrated Edition,Rick Riordan,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_Kloof_Tussen_Twee_Werelden_-_Roberts_Nora.epub,Kloof Tussen Twee Werelden,Roberts Nora,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_Leal_Spanish_Edition_-_Roth_Veronica.epub,Leal,Roth Veronica,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,nouverau livre EN
Latte_Darling_Spanish_Edition_-_SJ_Tilly.epub,Latte Darling,SJ Tilly,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Dirty_Daddy_Spanish_Edition_-_Samantha_Barrat.epub,Dirty Daddy,Samantha Barrat,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Les_monstres_du_chateau_de_Foulque_4_French_Edition_-_Sarah_West (1).epub,Les monstres du chateau de Foulque 4,Sarah West,FR,EXCLUDED,EXCLUDED,NON,duplicate,racine
La_hija_Spanish_Edition_-_Sergio_Del_Molino.epub,La hija,Sergio Del Molino,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Gardiens_des_cites_perdues_les_invisibles_French_Edition_-_Shannon_messenger.epub,Gardiens des cites perdues les invisibles,Shannon messenger,FR,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
Gardiens_des_cites_perdues_le_grand_brasier_French_Edition_-_Shannon_messenger.epub,Gardiens des cites perdues le grand brasier,Shannon messenger,FR,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
_OceanofPDF.com_Christmas_Fright_-_Shelby_Manuel.epub,Christmas Fright,Shelby Manuel,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
Happiness_vol_8_French_Edition_-_Shuzo_oshimi.pdf,Happiness vol 8,Shuzo oshimi,FR,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
La_Condition_ouvriere_French_Edition_-_Simone_Weil.pdf,La Condition ouvriere,Simone Weil,FR,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
The_cruelest_season_Spanish_Edition_-_Sophia_grey.epub,The cruelest season,Sophia grey,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_The_Short_Second_Life_Of_Bree_Tanner_-_Stephanie_Meyer (1).epub,The Short Second Life Of Bree Tanner,Stephanie Meyer,EN,EXCLUDED,EXCLUDED,NON,duplicate,nouverau livre EN
Apocalipsis_Spanish_Edition_-_Stephen_King.epub,Apocalipsis,Stephen King,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Comportamiento_Organizacional_17_Edicion_Spanish_Edition_-_Stephen_P_Robbins.pdf,Comportamiento Organizacional 17 Edicion,Stephen P Robbins,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_The_Twilight_Saga_Complete_box_set_-_Stephenie_Meyer.epub,The Twilight Saga Complete box set,Stephenie Meyer,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
Nacidos_en_sangre_Spanish_Edition_-_Sunny_white.epub,Nacidos en sangre,Sunny white,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Short_Fiction_Complete_illustrated_-_TP_Caravan.epub,Short Fiction Complete illustrated,TP Caravan,UNKNOWN,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
Nadie_nos_vio_partir_Spanish_Edition_-_Tamara_Trottner.epub,Nadie nos vio partir,Tamara Trottner,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_The_World_of_Robert_Jordans_The_Wheel_of_Time_-_Teresa_Patterson.epub,The World of Robert Jordans The Wheel of Time,Teresa Patterson,EN,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,livre anglais en plus 2 eme salve
La_lista_de_Schindler_Spanish_Edition_-_Thomas_Keneally.epub,La lista de Schindler,Thomas Keneally,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_Tom_Clancy_Collection_-_Tom_Clancy.epub,Tom Clancy Collection,Tom Clancy,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
Fourth_wing_-_Tome_2_French_Edition_-_Rebecca_yarros (1).epub,Fourth wing,Tome 2 French Edition - Rebecca yarros,FR,EXCLUDED,EXCLUDED,NON,duplicate,racine
_OceanofPDF.com_Ojos_azules_-_Toni_Morrison__SPA_.epub,Ojos azules,Toni Morrison SPA,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,livre anglais en plus 2 eme salve
_OceanofPDF.com_Crooner_Italian_Edition_.epub,Crooner Italian Edition,UNKNOWN,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
La_mejor_actriz_de_reparto_Spanish_Edition_-_Valeria_Vegas.epub,La mejor actriz de reparto,Valeria Vegas,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_Opstand_Dutch_Edition_-_Veronica_Roth.epub,Opstand Dutch Edition,Veronica Roth,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
Dios_Spanish_Edition_-_Victor_Hugo.epub,Dios,Victor Hugo,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
El_hombre_que_rie_Spanish_Edition_-_Victor_Hugo.epub,El hombre que rie,Victor Hugo,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
La_Legende_des_siecles_-_Victor_Hugo.epub,La Legende des siecles,Victor Hugo,UNKNOWN,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
Le_Roi_samuse_-_Victor_Hugo.epub,Le Roi samuse,Victor Hugo,UNKNOWN,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
Napoleon_Le_Petit_-_Victor_Hugo.epub,Napoleon Le Petit,Victor Hugo,UNKNOWN,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
Ruy_Blas_-_Victor_Hugo.epub,Ruy Blas,Victor Hugo,UNKNOWN,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
Ultimo_dia_de_un_condenado_a_muerte_Spanish_Edition_-_Victor_Hugo.epub,Ultimo dia de un condenado a muerte,Victor Hugo,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Les_contemplations_-_Victor_hugo.epub,Les contemplations,Victor hugo,UNKNOWN,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
Nuestra_senora_de_paris_Spanish_Edition_-_Victor_hugo.epub,Nuestra senora de paris,Victor hugo,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_William_Styron__The_Collected_Novels__Lie_-_William_Styron.epub,William Styron The Collected Novels Lie,William Styron,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_White_Teeth_-_Zadie_Smith (1).epub,White Teeth,Zadie Smith,EN,EXCLUDED,EXCLUDED,NON,duplicate,nouverau livre EN
La_Taberna_Spanish_-_Zola_Emile.epub,La Taberna Spanish,Zola Emile,ES,EXCLUDED,EXCLUDED,NON,Spanish,racine
Seduite_par_le_guerrier_alien_French_Edition_-_ava_ross (1).epub,Seduite par le guerrier alien,ava ross,FR,EXCLUDED,EXCLUDED,NON,duplicate,racine
Revanche_contre_les_Sang-bleu_Lenfer_de_Burberry_Prep_t_2_-_CM_Stunich (1).epub,Revanche contre les Sang,bleu Lenfer de Burberry Prep t 2 - CM Stunich,UNKNOWN,EXCLUDED,EXCLUDED,NON,duplicate,racine
perras_de_reserva_Spanish_Edition_-_dahlia_de_la_cerda.epub,perras de reserva,dahlia de la cerda,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Rebellion_French_Edition_-_femen.epub,Rebellion,femen,FR,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
la_cancha_del_sol_Spanish_Edition_-_nora_sakavic.epub,la cancha del sol,nora sakavic,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_call_waiting_-_r_l_stine (1).pdf,call waiting,r l stine,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
negeri_para_bedebah_1_French_Edition_-_tere_liye.epub,negeri para bedebah 1,tere liye,FR,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
Princesse_des_coraux_Les_Princesses_du_Royaume_de_la_Fantaisie_-_tome_2_French_Edition_-_Tea_Stilton.pdf,Princesse des coraux Les Princesses du Royaume de la Fantaisie,tome 2 French Edition - Tea Stilton,FR,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
Princesse_du_desert_Les_Princesses_du_Royaume_de_la_Fantaisie_-_tome_3_French_Edition_-_Tea_Stilton.pdf,Princesse du desert Les Princesses du Royaume de la Fantaisie,tome 3 French Edition - Tea Stilton,FR,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
La_Princesse_des_forets_Les_Princesses_du_Royaume_de_la_Fantaisie_-_tome_4_French_Edition_-_Tea_Stilton.pdf,La Princesse des forets Les Princesses du Royaume de la Fantaisie,tome 4 French Edition - Tea Stilton,FR,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
Princesse_de_la_nuit_Les_Princesses_du_Royaume_de_la_Fantaisie_-_tome_5_French_Edition_-_Tea_Stilton.pdf,Princesse de la nuit Les Princesses du Royaume de la Fantaisie,tome 5 French Edition - Tea Stilton,FR,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
La_Reine_des_songes_Les_Princesses_du_Royaume_de_la_Fantaisie_-_tome_6_French_Edition_-_Tea_Stilton.pdf,La Reine des songes Les Princesses du Royaume de la Fantaisie,tome 6 French Edition - Tea Stilton,FR,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
The_Uninvited_Guest_When_Fear_Comes_Knocking_-_A_Novella_-_Luka_T_Jacobs.epub,The Uninvited Guest When Fear Comes Knocking,A Novella - Luka T Jacobs,FR,horror-genre,FR-A,OUI,,racine
La_Chute_-_Albert_Camus.epub,La Chute,Albert Camus,FR,fiction-other,FR-A,OUI,,racine
La_mort_heureuse_French_Edition_-_Albert_Camus.epub,La mort heureuse,Albert Camus,FR,fiction-other,FR-A,OUI,,racine
La_Peste_French_Edition_-_Albert_Camus.epub,La Peste,Albert Camus,FR,fiction-other,FR-A,OUI,,racine
Letranger_French_Edition_-_Albert_Camus.epub,Letranger,Albert Camus,FR,fiction-other,FR-A,OUI,,racine
LExil_et_le_Royaume_-_Albert_Camus.pdf,LExil et le Royaume,Albert Camus,FR,fiction-other,FR-A,OUI,,racine
__Cher_Monsieur_Germain_French_Edition_-_Albert_Camus.pdf,Cher Monsieur Germain,Albert Camus,FR,fiction-other,FR-A,OUI,,racine
Stupeur_et_tremblements_-_Amelie_Nothomb.pdf,Stupeur et tremblements,Amelie Nothomb,FR,fiction-other,FR-A,OUI,,racine
Projet_derniere_chance_French_Edition_-_Andy_Weir.epub,Projet derniere chance,Andy Weir,FR,commercial,FR-A,OUI,,racine
Bikers_Law_Tome_2_French_Edition_-_Arizona_Brooks.epub,Bikers Law Tome 2,Arizona Brooks,FR,romance-selfpub,FR-A,OUI,,racine
convoitee_par_le_guerrier_alien_French_Edition_-_Ava_Ross.epub,convoitee par le guerrier alien,Ava Ross,FR,romance-selfpub,FR-A,OUI,,racine
Notre-Dame_de_Paris_-_Victor_Hugo.epub,Notre,Dame de Paris - Victor Hugo,FR,classic,FR-A,OUI,,racine
_OceanofPDF.com_Douce_amer_French_Edition_-_Danielle_Steel.epub,Douce amer,Danielle Steel,FR,commercial,FR-A,OUI,,nouverau livre EN
Cinquante_nuances_de_grey_French_Edition_-_EL_JAMES.epub,Cinquante nuances de grey,EL JAMES,FR,commercial,FR-A,OUI,,racine
Lamie_prodigieuse_-_Elena_Ferrante.pdf,Lamie prodigieuse,Elena Ferrante,FR,fiction-other,FR-A,OUI,,racine
Kolkhoze_French_Edition_-_Emmanuel_Carrere.pdf,Kolkhoze,Emmanuel Carrere,FR,fiction-other,FR-A,OUI,,racine
La_Moustache_-_Emmanuel_Carrere.pdf,La Moustache,Emmanuel Carrere,FR,fiction-other,FR-A,OUI,,racine
Limonov_French_Edition_-_Emmanuel_Carrere.pdf,Limonov,Emmanuel Carrere,FR,fiction-other,FR-A,OUI,,racine
Surtout_pas_lui_French_Edition_-_Eny_Heli.epub,Surtout pas lui,Eny Heli,FR,romance-selfpub,FR-A,OUI,,racine
Pars_vite_et_reviens_tard_-_Fred_Vargas.pdf,Pars vite et reviens tard,Fred Vargas,FR,thriller,FR-A,OUI,,racine
Le_crime_du_paradis_French_Edition_-_Guillaume_musso.epub,Le crime du paradis,Guillaume musso,FR,fiction-other,FR-A,OUI,,racine
Bound_By_The_Don_-_Jade_West.epub,Bound By The Don,Jade West,FR,romance-selfpub,FR-A,OUI,,racine
Indestructible_Violette_French_Edition_-_Jen_Calonita.epub,Indestructible Violette,Jen Calonita,FR,fantasy-YA,FR-A,OUI,,racine
